"ID","linenum","fstation","lstation","linelong","co","kongtiao","yuepiao","piaozhi","pay","ftime","ltime","station"
90,"119支(芍药居-地坛)","芍药居","地坛","6.80","客七","否","有效","单一票制","1.00","6:00","21:00","1 芍药居 
 
2 文学馆 
 
3 经贸大学 
 
4 中日医院 
 
5 和平街北口 
 
6 和平里商场 
 
7 和平里 
 
8 和平商业大厦 
 
9 兴化路 
 
10 蒋宅口 
 
11 地坛 
"
91,"12(五间楼-五间楼)","五间楼","五间楼","19.40","客二","否","有效","单一票制","1.00","5:00","23:30","1 五间楼 
 
2 横七条 
 
3 铁匠营 
 
4 方庄南口 
 
5 方庄 
 
6 八里河 
 
7 左安门 
 
8 左安门北站 
 
9 游泳池 
 
10 北京游乐园 
 
11 光明楼 
 
12 夕照寺 
 
13 广渠门 
 
14 广渠门大街 
 
15 安化楼 
 
16 培新街 
 
17 小市口 
 
18 羊市口 
 
19 花市 
 
20 崇文门 
 
21 东便门 
 
22 白桥大街 
 
23 广渠门 
 
24 夕照寺 
 
25 光明楼 
 
26 北京游乐园 
 
27 游泳池 
 
28 左安门 
 
29 八里河 
 
30 方庄 
 
31 方庄南口 
 
32 铁匠营 
 
33 横七条 
 
34 五间楼 
"
92,"120(天坛南门-左家庄)","天坛南门","左家庄","15.50","客七","否","有效","单一票制","1.00","5:00","24:00","1 天坛南门 
 
2 永定门东街 
 
3 永定门 
 
4 天坛 
 
5 天桥 
 
6 珠市口 
 
7 大栅栏 
 
8 前门 
 
9 天安门 
 
10 王府井 
 
11 北京站口 
 
12 日坛路 
 
13 永安里 
 
14 光华路(西口) 
 
15 芳草地 
 
16 东大桥(朝阳区) 
 
17 体育场 
 
18 幸福三村 
 
19 新源里 
 
20 左家庄 
"
93,"120(左家庄-天坛南门)","左家庄","天坛南门","15.65","客七","否","有效","单一票制","1.00","5:00","24:00","1 左家庄 
 
2 新源里 
 
3 幸福三村 
 
4 体育场 
 
5 东大桥(朝阳区) 
 
6 芳草地 
 
7 光华路(西口) 
 
8 永安里 
 
9 日坛路 
 
10 北京站口 
 
11 王府井 
 
12 天安门 
 
13 前门 
 
14 大栅栏 
 
15 珠市口 
 
16 天桥 
 
17 天坛 
 
18 永定门 
 
19 永定门东街 
 
20 天坛南门 
"
94,"120支(前门-青年路小区)","前门","青年路小区","14.30","客七","否","有效","单一票制","1.00","6:00","21:00","1 前门 
 
2 天安门 
 
3 王府井 
 
4 北京站口 
 
5 日坛路 
 
6 永安里 
 
7 光华路 
 
8 芳草地 
 
9 东大桥 
 
10 关东店北街 
 
11 呼家楼北街 
 
12 水碓子 
 
13 金台路 
 
14 延静里 
 
15 红领巾公园 
 
16 八里庄南里 
 
17 十里堡北里 
 
18 青年路口 
 
19 青年路 
 
20 青年路小区 
"
95,"120支(青年路小区-前门)","青年路小区","前门","13.10","客七","否","有效","单一票制","1.00","5:30","21:00","1 青年路小区 
 
2 青年路 
 
3 青年路口 
 
4 十里堡北里 
 
5 八里庄南里 
 
6 红领巾公园 
 
7 延静里 
 
8 金台路 
 
9 水碓子 
 
10 呼家楼北街 
 
11 关东店北街 
 
12 东大桥 
 
13 芳草地 
 
14 光华路 
 
15 永安里 
 
16 日坛路 
 
17 北京站口 
 
18 王府井 
 
19 天安门 
 
20 前门 
"
96,"121(阜成门-西黄庄)","阜成门","西黄庄","11.50","电车","否","有效","单一票制","1.00","5:30","24:00","1 阜成门 
 
2 展览路 
 
3 阜外西口 
 
4 甘家口 
 
5 白堆子 
 
6 马神庙 
 
7 西三环 
 
8 阜成路 
 
9 西钓鱼台 
 
10 定慧寺 
 
11 定慧桥 
 
12 五孔桥 
 
13 营会寺 
 
14 金庄 
 
15 小煤厂 
 
16 东冉村 
 
17 西黄庄 
"
97,"121(西黄庄-阜成门)","西黄庄","阜成门","14.10","电车","否","有效","单一票制","1.00","5:30","24:00","1 西黄庄 
 
2 东冉村 
 
3 小煤厂 
 
4 金庄 
 
5 营会寺 
 
6 五孔桥 
 
7 定慧桥 
 
8 定慧寺 
 
9 西钓鱼台 
 
10 阜成路 
 
11 西三环 
 
12 马神庙 
 
13 白堆子 
 
14 甘家口 
 
15 阜外西口 
 
16 展览路 
 
17 阜成门 
"
98,"122(北京站-西客站)","北京站","西客站","20.60","客七","否","有效","单一票制","1.00","5:00","24:00","1 北京站 
 
2 站前街 
 
3 建国门 
 
4 广渠门桥 
 
5 光明桥 
 
6 肿瘤医院 
 
7 左安门 
 
8 方城园 
 
9 方庄 
 
10 芳古园 
 
11 天坛南门 
 
12 永定门 
 
13 北京南站 
 
14 右安门 
 
15 大观园 
 
16 菜户营 
 
17 鸭子桥北里 
 
18 椿树馆街 
 
19 广安门南站 
 
20 达官营 
 
21 甘石桥(广外大街) 
 
22 湾子 
 
23 西客站 
"
99,"122(西客站-北京站)","西客站","北京站","21.70","客七","否","有效","单一票制","1.00","5:00","24:00","1 西客站 
 
2 湾子 
 
3 甘石桥(广外大街) 
 
4 达官营 
 
5 广安门南站 
 
6 椿树馆街 
 
7 鸭子桥北里 
 
8 菜户营 
 
9 大观园 
 
10 右安门 
 
11 北京南站 
 
12 永定门 
 
13 天坛南门 
 
14 芳古园 
 
15 方庄 
 
16 方城园 
 
17 左安门 
 
18 肿瘤医院 
 
19 劲松南路 
 
20 光明桥 
 
21 广渠门桥 
 
22 建国门 
 
23 北京站 
"
100,"123(东直门外-金五星百货城)","东直门外","金五星百货城","13.70","电车","否","有效","单一票制","1.00","6:00","22:00","1 东直门外 
 
2 东直门 
 
3 东土城路南口 
 
4 东土城路 
 
5 和平里火车站 
 
6 和平里 
 
7 青年沟东口 
 
8 和平西街 
 
9 兴化路 
 
10 小黄庄 
 
11 安华里 
 
12 外馆斜街 
 
13 黄寺东站 
 
14 城乡黄寺商厦 
 
15 黄寺 
 
16 黄寺西站 
 
17 北郊市场 
 
18 马甸 
 
19 北太平庄 
 
20 北太平庄西站 
 
21 学院路 
 
22 大钟寺 
 
23 金五星百货城 
"
101,"123(金五星百货城-东直门外)","金五星百货城","东直门外","14.70","电车","否","有效","单一票制","1.00","6:00","22:00","1 金五星百货城 
 
2 学院路 
 
3 北太平庄西站 
 
4 北太平庄 
 
5 马甸 
 
6 北郊市场 
 
7 德外关厢 
 
8 黄寺西站 
 
9 黄寺 
 
10 城乡黄寺商厦 
 
11 黄寺东站 
 
12 外馆斜街 
 
13 安华里 
 
14 小黄庄 
 
15 兴化路 
 
16 和平西街 
 
17 青年沟东口 
 
18 和平里 
 
19 和平里火车站 
 
20 东土城路 
 
21 东土城路南口 
 
22 东直门 
 
23 东直门外 
"
102,"124(大屯-西四)","大屯","西四","13.60","电车","否","有效","单一票制","1.00","6:00","22:00","1 大屯 
 
2 炎黄艺术馆 
 
3 安慧北里 
 
4 奥体东门 
 
5 五路居 
 
6 安贞里 
 
7 甘水桥 
 
8 蒋宅口 
 
9 地坛 
 
10 安定门 
 
11 方家胡同 
 
12 小经厂 
 
13 宝钞胡同 
 
14 鼓楼 
 
15 地安门北站 
 
16 地安门南站 
 
17 景山东街 
 
18 景山 
 
19 故宫 
 
20 北海 
 
21 府右街 
 
22 西四 
"
103,"124(西四-大屯)","西四","大屯","13.50","电车","否","有效","单一票制","1.00","6:40","22:40","1 西四 
 
2 府右街 
 
3 北海 
 
4 故宫 
 
5 景山 
 
6 景山东街 
 
7 地安门南站 
 
8 地安门北站 
 
9 鼓楼 
 
10 宝钞胡同 
 
11 小经厂 
 
12 方家胡同 
 
13 安定门 
 
14 地坛 
 
15 蒋宅口 
 
16 甘水桥 
 
17 安贞里 
 
18 五路居 
 
19 奥体东门 
 
20 安慧北里 
 
21 炎黄艺术馆 
 
22 大屯 
"
104,"13(和平街北口-三里河)","和平街北口","三里河","13.93","客一","否","有效","单一票制","1.00","4:55","23:00","1 和平街北口 
 
2 和平里商场 
 
3 和平里 
 
4 和平里南口 
 
5 北小街豁口 
 
6 雍和宫 
 
7 国子监 
 
8 北新桥 
 
9 船板胡同 
 
10 张自忠路 
 
11 宽街 
 
12 锣鼓巷 
 
13 地安门 
 
14 北海北门 
 
15 东官房 
 
16 厂桥 
 
17 平安里 
 
18 报子胡同 
 
19 西四 
 
20 白塔寺 
 
21 阜成门 
 
22 阜外大街 
 
23 月坛 
 
24 儿童医院 
 
25 社会路 
 
26 三里河东口 
 
27 三里河 
"
105,"13(三里河-和平街北口)","三里河","和平街北口","13.93","客一","否","有效","单一票制","1.00","5:00","23:00","1 三里河 
 
2 三里河东口 
 
3 社会路 
 
4 儿童医院 
 
5 月坛 
 
6 阜外大街 
 
7 阜成门 
 
8 白塔寺 
 
9 西四 
 
10 报子胡同 
 
11 平安里 
 
12 厂桥 
 
13 东官房 
 
14 北海北门 
 
15 地安门 
 
16 锣鼓巷 
 
17 宽街 
 
18 张自忠路 
 
19 船板胡同 
 
20 北新桥 
 
21 国子监 
 
22 雍和宫 
 
23 北小街豁口 
 
24 和平里南口 
 
25 和平里 
 
26 和平里商场 
 
27 和平街北口 
"
106,"14(后库-角门南站)","后库","角门南站","11.45","客二","否","有效","单一票制","1.00","5:25","24:00","1 后库 
 
2 西安门 
 
3 府右街 
 
4 灵境胡同 
 
5 力学胡同 
 
6 六部口 
 
7 和平门 
 
8 琉璃厂 
 
9 虎坊侨 
 
10 虎坊路 
 
11 太平街 
 
12 游泳池 
 
13 四路通 
 
14 洋桥 
 
15 马家堡东口 
 
16 西马厂北口 
 
17 角门 
 
18 角门南站 
"
107,"14(角门南站-后库)","角门南站","后库","11.45","客二","否","有效","单一票制","1.00","5:00","24:00","1 角门南站 
 
2 角门 
 
3 西马厂北口 
 
4 马家堡东口 
 
5 洋桥 
 
6 四路通 
 
7 游泳池 
 
8 太平街 
 
9 虎坊路 
 
10 虎坊桥 
 
11 琉璃厂 
 
12 和平门 
 
13 六部口 
 
14 力学胡同 
 
15 灵境胡同 
 
16 府右街 
 
17 西安门 
 
18 后库 
"
108,"15(动物园-天桥商场)","动物园","天桥商场","12.65","客四","否","有效","单一票制","1.00","5:00","23:00","1 动物园 
 
2 展览馆 
 
3 二里沟东口 
 
4 百万庄东口 
 
5 展览路 
 
6 月坛北街北站 
 
7 月坛北街 
 
8 月坛 
 
9 儿童医院 
 
10 礼士路南口 
 
11 真武庙二条 
 
12 礼士路(南) 
 
13 复兴门 
 
14 民族文化宫 
 
15 西单 
 
16 宣武门 
 
17 和平门 
 
18 琉璃厂 
 
19 虎坊桥 
 
20 永安路 
 
21 友谊医院 
 
22 福长街 
 
23 南纬路 
 
24 天桥商场 
"
109,"15(天桥商场-动物园)","天桥商场","动物园","11.85","客四","否","有效","单一票制","1.00","5:00","23:00","1 天桥商场 
 
2 南纬路 
 
3 福长街 
 
4 友谊医院 
 
5 永安路 
 
6 虎坊桥 
 
7 琉璃厂 
 
8 和平门 
 
9 宣武门 
 
10 西单 
 
11 民族文化宫 
 
12 复兴门 
 
13 礼士路南口 
 
14 儿童医院 
 
15 月坛 
 
16 月坛北街 
 
17 展览路 
 
18 百万庄东口 
 
19 二里沟东口 
 
20 展览馆 
 
21 动物园 
"
110,"16(二里庄-西直门外)","二里庄","西直门外","11.20","客四","否","有效","单一票制","1.00","5:10","22:50","1 二里庄 
 
2 二里庄南口 
 
3 志新北里 
 
4 志新村 
 
5 花园北路 
 
6 牡丹园北站 
 
7 牡丹园 
 
8 北太平庄 
 
9 学院东路 
 
10 学院路 
 
11 小西门 
 
12 明光村 
 
13 四道口 
 
14 皂君庙 
 
15 大柳树北站 
 
16 大柳树南站 
 
17 北方交大 
 
18 北下关 
 
19 西直门 
 
20 西直门外 
"
111,"16(西直门外-二里庄)","西直门外","二里庄","11.20","客四","否","有效","单一票制","1.00","5:00","23:00","1 西直门外 
 
2 西直门 
 
3 北下关 
 
4 北方交大 
 
5 大柳树南站 
 
6 大柳树北站 
 
7 皂君庙 
 
8 四道口 
 
9 明光村 
 
10 小西门 
 
11 师范大学 
 
12 北太平庄 
 
13 牡丹园 
 
14 牡丹园北站 
 
15 花园北路 
 
16 志新村 
 
17 志新北里 
 
18 二里庄南口 
 
19 二里庄 
"
112,"16支(二里庄-西便门)","二里庄","西便门","20.10","客四","否","有效","单一票制","1.00","5:30","22:00","1 二里庄 
 
2 二里庄北口 
 
3 农业大学 
 
4 清华东路 
 
5 成府路东口 
 
6 学四口 
 
7 海淀走读大学 
 
8 保福寺 
 
9 中关村一街 
 
10 中关村 
 
11 北京市地震局 
 
12 海淀南路 
 
13 万泉庄 
 
14 三义庙 
 
15 人民大学 
 
16 农科院 
 
17 农科院南门 
 
18 大柳树北站 
 
19 大柳树南站 
 
20 北方交大 
 
21 北下关 
 
22 西直门 
 
23 西外大街 
 
24 展览馆 
 
25 二里沟东口 
 
26 百万庄东口 
 
27 展览路 
 
28 月坛北街北站 
 
29 社会路 
 
30 工会大楼 
 
31 白云路 
 
32 白云观 
 
33 天宁寺 
 
34 西便门 
"
113,"16支(西便门-二里庄)","西便门","二里庄","19.78","客四","否","有效","单一票制","1.00","5:30","22:00","1 西便门 
 
2 天宁寺 
 
3 白云观 
 
4 白云路 
 
5 工会大楼 
 
6 社会路 
 
7 月坛北街北站 
 
8 展览路 
 
9 百万庄东口 
 
10 二里沟东口 
 
11 展览馆 
 
12 西外大街 
 
13 西直门 
 
14 北下关 
 
15 北方交大 
 
16 大柳树南站 
 
17 大慧寺 
 
18 魏公村 
 
19 农科院 
 
20 人民大学 
 
21 三义庙 
 
22 万泉庄 
 
23 海淀南路 
 
24 北京市地震局 
 
25 中关村 
 
26 中关村一街 
 
27 保福寺 
 
28 海淀走读大学 
 
29 学四口 
 
30 成府路东口 
 
31 清华东路 
 
32 农业大学 
 
33 二里庄北口 
 
34 二里庄 
"
114,"17(前门-双庙)","前门","双庙","10.60","客二","否","有效","单一票制","1.00","5:05","23:30","1 前门 
 
2 珠市口 
 
3 天桥 
 
4 天坛 
 
5 先农坛 
 
6 永定门 
 
7 沙子口 
 
8 木樨园商场 
 
9 木樨园 
 
10 赵公口 
 
11 刘家窑 
 
12 铁匠营(丰台区) 
 
13 顺四条 
 
14 宋家庄 
 
15 曹家沟 
 
16 双庙 
"
115,"17(双庙-前门)","双庙","前门","10.60","客二","否","有效","单一票制","1.00","5:10","23:00","1 双庙 
 
2 曹家沟 
 
3 宋家庄 
 
4 顺四条 
 
5 铁匠营 
 
6 刘家窑 
 
7 赵公口 
 
8 木樨园 
 
9 木樨园商场 
 
10 沙子口 
 
11 永定门 
 
12 先农坛 
 
13 天坛 
 
14 天桥 
 
15 珠市口 
 
16 前门 
"
116,"18(小营-展览中心)","小营","展览中心","15.41","客一","否","有效","单一票制","1.00","5:00","23:00","1 小营 
 
2 经贸大学 
 
3 惠新里 
 
4 安苑路 
 
5 安苑东里 
 
6 小关 
 
7 安贞里 
 
8 安贞桥 
 
9 甘水桥 
 
10 蒋宅口 
 
11 一四二中 
 
12 地坛 
 
13 雍和宫 
 
14 北小街豁口 
 
15 东直门外 
 
16 香河园 
 
17 左家庄 
 
18 静安庄 
 
19 静安庄北站 
 
20 展览中心 
"
117,"18(展览中心-小营)","展览中心","小营","14.90","客一","否","有效","单一票制","1.00","5:00","23:00","1 展览中心 
 
2 静安庄北站 
 
3 静安庄 
 
4 左家庄 
 
5 香河园 
 
6 东直门外 
 
7 北小街豁口 
 
8 雍和宫 
 
9 地坛 
 
10 一四二中学 
 
11 蒋宅口 
 
12 甘水桥 
 
13 安贞桥 
 
14 安贞里 
 
15 小关 
 
16 安苑东里 
 
17 安苑路 
 
18 慧新西街北口 
 
19 小营 
"
118,"19(翠林小区-动物园)","翠林小区","动物园","12.60","客二","否","有效","单一票制","1.00","5:00","24:00","1 翠林小区 
 
2 右外大街 
 
3 右安门 
 
4 右安门大街 
 
5 南樱桃园 
 
6 白纸坊 
 
7 枣林前街 
 
8 白广路北口 
 
9 广安门 
 
10 广安门北站 
 
11 天宁寺 
 
12 西便门 
 
13 真武庙 
 
14 礼士路南口 
 
15 儿童医院 
 
16 月坛 
 
17 阜成门 
 
18 马尾沟 
 
19 车公庄 
 
20 三塔寺 
 
21 二里沟东口 
 
22 展览馆 
 
23 动物园 
"
119,"19(动物园-翠林小区)","动物园","翠林小区","12.60","客二","否","有效","单一票制","1.00","5:00","24:00","1 动物园 
 
2 展览馆 
 
3 二里沟东口 
 
4 三塔寺 
 
5 车公庄 
 
6 马尾沟 
 
7 阜外医院 
 
8 月坛 
 
9 儿童医院 
 
10 礼士路南口 
 
11 真武庙 
 
12 西便门 
 
13 天宁寺 
 
14 广安门北站 
 
15 广安门 
 
16 枣林前街 
 
17 白纸坊 
 
18 南樱桃园 
 
19 右安门大街 
 
20 右安门 
 
21 右外大街 
 
22 翠林小区 
"
120,"2(海户屯-宽街)","海户屯","宽街","10.77","客二","否","有效","单一票制","1.00","5:00","23:00","1 海户屯 
 
2 木樨园 
 
3 永定门 
 
4 天桥 
 
5 前门 
 
6 天安门 
 
7 东华门 
 
8 妇产医院 
 
9 沙滩 
 
10 宽街 
"
121,"2(宽街-海户屯)","宽街","海户屯","10.77","客二","否","有效","单一票制","1.00","5:10","23:30","1 宽街 
 
2 沙滩 
 
3 妇产医院 
 
4 东华门 
 
5 天安门 
 
6 前门 
 
7 天桥 
 
8 永定门 
 
9 木樨园 
 
10 海户屯 
"
122,"20(北京南站-北京站)","北京南站","北京站","9.38","客二","否","有效","单一票制","1.00","4:40","23:00","1 北京南站 
 
2 游泳池 
 
3 永定门 
 
4 先农坛 
 
5 天坛 
 
6 天桥 
 
7 珠市口 
 
8 大栅栏 
 
9 前门 
 
10 天安门 
 
11 王府井 
 
12 北京站口 
 
13 北京站 
"
123,"20(北京站-北京南站)","北京站","北京南站","10.08","客二","否","有效","单一票制","1.00","5:00","23:00","1 北京站 
 
2 东单 
 
3 王府井 
 
4 天安门 
 
5 前门 
 
6 大栅栏 
 
7 珠市口 
 
8 天桥 
 
9 天坛 
 
10 先农坛 
 
11 永定门 
 
12 北京南站 
"
124,"201(纪家庙-左家庄)","纪家庙","左家庄","28.30","客一","否","有效","单一票制","2.00","23:20","4:30","1 纪家庙 
 
2 夏家胡同 
 
3 丰益桥 
 
4 丽泽桥 
 
5 西局 
 
6 六里桥南里 
 
7 六里桥 
 
8 莲花池 
 
9 湾子 
 
10 甘石桥 
 
11 达官营 
 
12 广外关厢 
 
13 广安门 
 
14 白广路北口 
 
15 牛街 
 
16 教子胡同 
 
17 菜市口 
 
18 果子巷 
 
19 虎坊桥 
 
20 珠市口 
 
21 大栅栏 
 
22 前门 
 
23 正义路 
 
24 台基厂 
 
25 东长安街 
 
26 新东安市场 
 
27 灯市西口 
 
28 美术馆 
 
29 大佛寺 
 
30 宽街 
 
31 兵马司 
 
32 交道口 
 
33 方家胡同 
 
34 安定门 
 
35 地坛 
 
36 蒋宅口 
 
37 兴化路 
 
38 和平西街 
 
39 和平里 
 
40 和平里商场 
 
41 和平街北口 
 
42 西坝河 
 
43 静安庄北站 
 
44 静安庄 
 
45 左家庄 
"
125,"201(左家庄-纪家庙)","左家庄","纪家庙","28.92","客一","否","有效","单一票制","2.00","23:10","4:30","1 左家庄 
 
2 静安庄 
 
3 静安庄北站 
 
4 西坝河 
 
5 和平街北口 
 
6 和平里商场 
 
7 和平里 
 
8 和平西街 
 
9 兴化路 
 
10 蒋宅口 
 
11 地坛 
 
12 安定门 
 
13 方家胡同 
 
14 交道口 
 
15 兵马司 
 
16 宽街 
 
17 大佛寺 
 
18 美术馆 
 
19 灯市西口 
 
20 新东安市场 
 
21 东长安街 
 
22 台基厂 
 
23 正义路 
 
24 前门 
 
25 大栅栏 
 
26 珠市口 
 
27 虎坊桥 
 
28 果子巷 
 
29 菜市口 
 
30 教子胡同 
 
31 牛街 
 
32 白广路北口 
 
33 广安门 
 
34 广外关厢 
 
35 达官营 
 
36 甘石桥 
 
37 湾子 
 
38 莲花池 
 
39 六里桥 
 
40 六里桥南里 
 
41 西局 
 
42 丽泽桥 
 
43 丰益桥 
 
44 夏家胡同 
 
45 纪家庙 
"
126,"202(花园村-十里堡)","花园村","十里堡","17.72","客五","否","有效","单一票制","2.00","23;17","4:40","1 花园村 
 
2 老虎庙 
 
3 外文印刷厂 
 
4 四道口(车公庄西路) 
 
5 百万庄 
 
6 商场 
 
7 甘家口 
 
8 阜外西口 
 
9 礼士路(北) 
 
10 阜成门 
 
11 白塔寺 
 
12 西四 
 
13 府右街 
 
14 北海 
 
15 故宫 
 
16 沙滩 
 
17 美术馆 
 
18 东四 
 
19 朝内小街 
 
20 朝阳门 
 
21 朝外大街 
 
22 神路街 
 
23 东大桥(朝阳区) 
 
24 关东店 
 
25 呼家楼 
 
26 小庄 
 
27 红庙 
 
28 英家坟 
 
29 慈云寺 
 
30 八里庄(朝阳路) 
 
31 十里堡 
"
127,"202(十里堡-花园村)","十里堡","花园村","17.72","客五","否","有效","单一票制","2.00","23:17","4:40","1 十里堡 
 
2 八里庄(朝阳路) 
 
3 慈云寺 
 
4 英家坟 
 
5 红庙 
 
6 小庄 
 
7 呼家楼 
 
8 关东店 
 
9 东大桥(朝阳区) 
 
10 神路街 
 
11 朝外大街 
 
12 朝阳门 
 
13 朝内小街 
 
14 东四 
 
15 美术馆 
 
16 沙滩 
 
17 故宫 
 
18 北海 
 
19 府右街 
 
20 西四 
 
21 白塔寺 
 
22 阜成门 
 
23 礼士路(北) 
 
24 阜外西口 
 
25 甘家口 
 
26 商场 
 
27 百万庄 
 
28 四道口(车公庄西路) 
 
29 外文印刷厂 
 
30 老虎庙 
 
31 花园村 
"
128,"203(北京南站-北京站)","北京南站","北京站","9.62","客二","否","有效","单一票制","2.00","23:15","4:30","1 北京南站 
 
2 游泳池(太平街) 
 
3 永定门 
 
4 先农坛 
 
5 天坛 
 
6 天桥 
 
7 珠市口 
 
8 大栅栏 
 
9 前门 
 
10 天安门 
 
11 王府井 
 
12 东单 
 
13 北京站口 
 
14 北京站 
"
129,"203(北京站-北京南站)","北京站","北京南站","9.62","客二","否","有效","单一票制","2.00","23:15","4:50","1 北京站 
 
2 崇文门 
 
3 前门 
 
4 大栅栏 
 
5 珠市口 
 
6 天桥 
 
7 天坛 
 
8 先农坛 
 
9 永定门 
 
10 北京南站 
"
